n_init,p_store,seed,policy,retr,store,resp,dead,leg
240,0.5,2026,io,50.267,34.287,42.482,6.764,7.554
240,0.5,2026,last,46.925,34.287,40.768,0.0,5.84
240,0.5,2026,center,45.505,54.287,49.783,15.09,14.855
240,0.5,2026,demand,50.267,34.287,42.482,6.764,7.554
240,0.5,2026,cog,44.105,48.813,46.399,11.477,11.471
240,0.5,2027,io,49.242,33.579,41.612,6.572,7.367
240,0.5,2027,last,46.965,33.579,40.444,0.0,6.199
240,0.5,2027,center,45.252,53.579,49.309,15.291,15.064
240,0.5,2027,demand,49.242,33.579,41.612,6.572,7.367
240,0.5,2027,cog,44.028,47.874,45.901,11.596,11.656
240,0.5,2028,io,52.065,35.258,43.921,7.142,8.013
240,0.5,2028,last,49.678,35.258,42.691,0.0,6.782
240,0.5,2028,center,46.595,55.258,50.793,15.168,14.884
240,0.5,2028,demand,52.065,35.258,43.921,7.142,8.013
240,0.5,2028,cog,45.752,50.035,47.827,11.943,11.919
240,0.5,2029,io,54.715,37.339,46.182,8.047,8.566
240,0.5,2029,last,50.023,37.339,43.794,0.0,6.178
240,0.5,2029,center,47.69,57.339,52.429,14.935,14.813
240,0.5,2029,demand,54.715,37.339,46.182,8.047,8.566
240,0.5,2029,cog,47.2,52.769,49.935,12.317,12.319
240,0.5,2030,io,52.057,34.718,43.61,7.459,8.269
240,0.5,2030,last,47.005,34.718,41.019,0.0,5.678
240,0.5,2030,center,45.062,54.718,49.767,14.641,14.426
240,0.5,2030,demand,52.057,34.718,43.61,7.459,8.269
240,0.5,2030,cog,44.405,50.476,47.363,12.046,12.022
240,0.5,2031,io,53.002,36.295,44.798,7.676,8.195
240,0.5,2031,last,49.0,36.295,42.761,0.0,6.158
240,0.5,2031,center,46.648,56.295,51.385,14.963,14.782
240,0.5,2031,demand,53.002,36.295,44.798,7.676,8.195
240,0.5,2031,cog,45.932,50.99,48.416,11.83,11.813
240,0.5,2032,io,47.305,32.768,40.223,6.012,6.765
240,0.5,2032,last,45.735,32.768,39.418,0.0,5.96
240,0.5,2032,center,45.605,52.768,49.095,15.827,15.637
240,0.5,2032,demand,47.305,32.768,40.223,6.012,6.765
240,0.5,2032,cog,43.32,45.053,44.164,10.522,10.706
240,0.5,2033,io,52.675,35.9,44.503,7.353,8.086
240,0.5,2033,last,47.365,35.9,41.779,0.0,5.363
240,0.5,2033,center,46.047,55.9,50.847,14.712,14.431
240,0.5,2033,demand,52.675,35.9,44.503,7.353,8.086
240,0.5,2033,cog,45.62,50.542,48.018,11.688,11.601
240,0.5,2034,io,49.33,33.908,41.817,6.579,7.323
240,0.5,2034,last,46.57,33.908,40.401,0.0,5.908
240,0.5,2034,center,45.32,53.908,49.504,15.251,15.01
240,0.5,2034,demand,49.33,33.908,41.817,6.579,7.323
240,0.5,2034,cog,44.005,49.203,46.537,12.149,12.044
240,0.5,2035,io,52.782,36.624,44.847,7.43,7.921
240,0.5,2035,last,49.855,36.624,43.358,0.0,6.431
240,0.5,2035,center,47.377,56.624,51.919,15.155,14.992
240,0.5,2035,demand,52.782,36.624,44.847,7.43,7.921
240,0.5,2035,cog,46.438,51.795,49.069,12.195,12.142
240,0.5,2036,io,53.23,36.35,44.94,7.729,8.258
240,0.5,2036,last,48.69,36.35,42.63,0.0,5.948
240,0.5,2036,center,46.445,56.35,51.309,14.78,14.627
240,0.5,2036,demand,53.23,36.35,44.94,7.729,8.258
240,0.5,2036,cog,45.72,51.199,48.411,11.763,11.729
240,0.5,2037,io,49.42,34.065,41.919,6.78,7.409
240,0.5,2037,last,46.867,34.065,40.614,0.0,6.104
240,0.5,2037,center,44.535,54.065,49.191,14.921,14.68
240,0.5,2037,demand,49.42,34.065,41.919,6.78,7.409
240,0.5,2037,cog,43.55,48.62,46.027,11.552,11.517
240,0.5,2038,io,53.99,36.56,45.43,7.905,8.469
240,0.5,2038,last,49.742,36.56,43.268,0.0,6.308
240,0.5,2038,center,46.977,56.56,51.683,14.869,14.723
240,0.5,2038,demand,53.99,36.56,45.43,7.905,8.469
240,0.5,2038,cog,46.273,51.72,48.948,12.023,11.987
240,0.5,2039,io,50.26,34.561,42.632,6.452,7.337
240,0.5,2039,last,47.472,34.561,41.199,0.0,5.904
240,0.5,2039,center,46.462,54.561,50.397,15.348,15.102
240,0.5,2039,demand,50.26,34.561,42.632,6.452,7.337
240,0.5,2039,cog,45.04,49.884,47.393,12.103,12.098
240,0.5,2040,io,52.328,35.843,44.275,7.238,7.918
240,0.5,2040,last,48.79,35.843,42.465,0.0,6.109
240,0.5,2040,center,46.455,55.843,51.041,14.925,14.684
240,0.5,2040,demand,52.328,35.843,44.275,7.238,7.918
240,0.5,2040,cog,45.568,50.628,48.04,11.66,11.683
240,0.5,2041,io,52.898,36.396,44.794,7.618,8.112
240,0.5,2041,last,49.055,36.396,42.838,0.0,6.156
240,0.5,2041,center,46.572,56.396,51.397,14.837,14.715
240,0.5,2041,demand,52.898,36.396,44.794,7.618,8.112
240,0.5,2041,cog,45.945,52.541,49.184,12.508,12.503
240,0.5,2042,io,54.343,37.409,46.027,7.793,8.302
240,0.5,2042,last,49.108,37.409,43.363,0.0,5.637
240,0.5,2042,center,47.447,57.409,52.34,14.726,14.615
240,0.5,2042,demand,54.343,37.409,46.027,7.793,8.302
240,0.5,2042,cog,46.83,52.891,49.807,12.034,12.081
240,0.5,2043,io,53.6,36.992,45.444,7.55,8.084
240,0.5,2043,last,48.682,36.992,42.941,0.0,5.581
240,0.5,2043,center,47.138,56.992,51.977,14.795,14.617
240,0.5,2043,demand,53.6,36.992,45.444,7.55,8.084
240,0.5,2043,cog,46.625,51.687,49.111,11.72,11.751
240,0.5,2044,io,50.07,34.029,42.213,7.093,7.675
240,0.5,2044,last,45.943,34.029,40.107,0.0,5.569
240,0.5,2044,center,44.358,54.029,49.094,14.73,14.556
240,0.5,2044,demand,50.07,34.029,42.213,7.093,7.675
240,0.5,2044,cog,43.18,48.789,45.927,11.348,11.389
240,0.5,2045,io,53.285,36.741,45.118,7.766,8.151
240,0.5,2045,last,49.165,36.741,43.032,0.0,6.065
240,0.5,2045,center,46.913,56.741,51.765,14.919,14.797
240,0.5,2045,demand,53.285,36.741,45.118,7.766,8.151
240,0.5,2045,cog,46.117,53.121,49.575,12.652,12.608
240,0.5,2046,io,50.197,34.328,42.425,7.066,7.643
240,0.5,2046,last,47.24,34.328,40.916,0.0,6.134
240,0.5,2046,center,45.718,54.328,49.935,15.301,15.153
240,0.5,2046,demand,50.197,34.328,42.425,7.066,7.643
240,0.5,2046,cog,44.42,49.005,46.666,11.86,11.884
240,0.5,2047,io,55.235,37.523,46.537,8.059,8.639
240,0.5,2047,last,50.845,37.523,44.303,0.0,6.405
240,0.5,2047,center,48.005,57.523,52.679,14.913,14.781
240,0.5,2047,demand,55.235,37.523,46.537,8.059,8.639
240,0.5,2047,cog,47.75,53.617,50.631,12.791,12.733
240,0.5,2048,io,52.453,35.358,44.124,7.308,8.113
240,0.5,2048,last,48.667,35.358,42.183,0.0,6.172
240,0.5,2048,center,46.858,55.358,50.999,15.208,14.987
240,0.5,2048,demand,52.453,35.358,44.124,7.308,8.113
240,0.5,2048,cog,46.24,50.979,48.549,12.555,12.537
240,0.5,2049,io,50.615,34.753,42.846,7.079,7.686
240,0.5,2049,last,46.41,34.753,40.7,0.0,5.541
240,0.5,2049,center,45.513,54.753,50.038,15.047,14.879
240,0.5,2049,demand,50.615,34.753,42.846,7.079,7.686
240,0.5,2049,cog,44.08,48.982,46.481,11.264,11.321
240,0.5,2050,io,49.555,34.167,42.018,6.847,7.418
240,0.5,2050,last,47.233,34.167,40.833,0.0,6.233
240,0.5,2050,center,45.355,54.167,49.671,15.224,15.071
240,0.5,2050,demand,49.555,34.167,42.018,6.847,7.418
240,0.5,2050,cog,43.888,48.49,46.142,11.528,11.542
240,0.5,2051,io,53.37,36.654,45.182,7.462,8.089
240,0.5,2051,last,49.07,36.654,42.989,0.0,5.895
240,0.5,2051,center,46.645,56.654,51.547,14.643,14.454
240,0.5,2051,demand,53.37,36.654,45.182,7.462,8.089
240,0.5,2051,cog,45.905,51.799,48.792,11.749,11.699
240,0.5,2052,io,50.502,35.2,42.948,7.128,7.503
240,0.5,2052,last,46.695,35.2,41.02,0.0,5.575
240,0.5,2052,center,45.345,55.2,50.21,14.896,14.765
240,0.5,2052,demand,50.502,35.2,42.948,7.128,7.503
240,0.5,2052,cog,44.075,49.744,46.873,11.453,11.428
240,0.5,2053,io,53.605,36.128,45.068,7.793,8.473
240,0.5,2053,last,48.625,36.128,42.52,0.0,5.926
240,0.5,2053,center,47.055,56.128,51.487,15.12,14.893
240,0.5,2053,demand,53.605,36.128,45.068,7.793,8.473
240,0.5,2053,cog,46.343,51.814,49.015,12.526,12.421
240,0.5,2054,io,49.485,34.524,42.176,6.52,7.169
240,0.5,2054,last,46.733,34.524,40.769,0.0,5.761
240,0.5,2054,center,45.282,54.524,49.797,15.004,14.789
240,0.5,2054,demand,49.485,34.524,42.176,6.52,7.169
240,0.5,2054,cog,44.155,49.372,46.703,11.747,11.696
240,0.5,2055,io,54.73,36.654,45.876,8.295,8.866
240,0.5,2055,last,50.33,36.654,43.631,0.0,6.621
240,0.5,2055,center,46.555,56.654,51.501,14.654,14.491
240,0.5,2055,demand,54.73,36.654,45.876,8.295,8.866
240,0.5,2055,cog,46.318,52.549,49.37,12.397,12.36
240,0.0,2026,io,50.267,34.287,42.482,6.764,7.554
240,0.0,2026,last,46.925,34.287,40.768,0.0,5.84
240,0.0,2026,center,45.505,54.287,49.783,15.09,14.855
240,0.0,2026,demand,44.34,47.918,46.083,11.047,11.155
240,0.0,2026,cog,44.105,48.813,46.399,11.477,11.471
240,0.0,2027,io,49.242,33.579,41.612,6.572,7.367
240,0.0,2027,last,46.965,33.579,40.444,0.0,6.199
240,0.0,2027,center,45.252,53.579,49.309,15.291,15.064
240,0.0,2027,demand,43.742,46.432,45.053,10.638,10.808
240,0.0,2027,cog,44.028,47.874,45.901,11.596,11.656
240,0.0,2028,io,52.065,35.258,43.921,7.142,8.013
240,0.0,2028,last,49.678,35.258,42.691,0.0,6.782
240,0.0,2028,center,46.595,55.258,50.793,15.168,14.884
240,0.0,2028,demand,46.227,47.715,46.948,10.827,11.04
240,0.0,2028,cog,45.752,50.035,47.827,11.943,11.919
240,0.0,2029,io,54.715,37.339,46.182,8.047,8.566
240,0.0,2029,last,50.023,37.339,43.794,0.0,6.178
240,0.0,2029,center,47.69,57.339,52.429,14.935,14.813
240,0.0,2029,demand,47.47,51.422,49.411,11.655,11.795
240,0.0,2029,cog,47.2,52.769,49.935,12.317,12.319
240,0.0,2030,io,52.057,34.718,43.61,7.459,8.269
240,0.0,2030,last,47.005,34.718,41.019,0.0,5.678
240,0.0,2030,center,45.062,54.718,49.767,14.641,14.426
240,0.0,2030,demand,44.59,48.761,46.622,11.168,11.281
240,0.0,2030,cog,44.405,50.476,47.363,12.046,12.022
240,0.0,2031,io,53.002,36.295,44.798,7.676,8.195
240,0.0,2031,last,49.0,36.295,42.761,0.0,6.158
240,0.0,2031,center,46.648,56.295,51.385,14.963,14.782
240,0.0,2031,demand,46.638,47.684,47.151,10.294,10.548
240,0.0,2031,cog,45.932,50.99,48.416,11.83,11.813
240,0.0,2032,io,47.305,32.768,40.223,6.012,6.765
240,0.0,2032,last,45.735,32.768,39.418,0.0,5.96
240,0.0,2032,center,45.605,52.768,49.095,15.827,15.637
240,0.0,2032,demand,43.3,41.705,42.523,8.586,9.065
240,0.0,2032,cog,43.32,45.053,44.164,10.522,10.706
240,0.0,2033,io,52.675,35.9,44.503,7.353,8.086
240,0.0,2033,last,47.365,35.9,41.779,0.0,5.363
240,0.0,2033,center,46.047,55.9,50.847,14.712,14.431
240,0.0,2033,demand,45.688,49.268,47.432,10.795,11.015
240,0.0,2033,cog,45.62,50.542,48.018,11.688,11.601
240,0.0,2034,io,49.33,33.908,41.817,6.579,7.323
240,0.0,2034,last,46.57,33.908,40.401,0.0,5.908
240,0.0,2034,center,45.32,53.908,49.504,15.251,15.01
240,0.0,2034,demand,44.443,47.603,45.982,11.36,11.488
240,0.0,2034,cog,44.005,49.203,46.537,12.149,12.044
240,0.0,2035,io,52.782,36.624,44.847,7.43,7.921
240,0.0,2035,last,49.855,36.624,43.358,0.0,6.431
240,0.0,2035,center,47.377,56.624,51.919,15.155,14.992
240,0.0,2035,demand,46.578,50.759,48.631,11.583,11.705
240,0.0,2035,cog,46.438,51.795,49.069,12.195,12.142
240,0.0,2036,io,53.23,36.35,44.94,7.729,8.258
240,0.0,2036,last,48.69,36.35,42.63,0.0,5.948
240,0.0,2036,center,46.445,56.35,51.309,14.78,14.627
240,0.0,2036,demand,46.105,48.536,47.299,10.351,10.617
240,0.0,2036,cog,45.72,51.199,48.411,11.763,11.729
240,0.0,2037,io,49.42,34.065,41.919,6.78,7.409
240,0.0,2037,last,46.867,34.065,40.614,0.0,6.104
240,0.0,2037,center,44.535,54.065,49.191,14.921,14.68
240,0.0,2037,demand,43.69,46.945,45.28,10.63,10.77
240,0.0,2037,cog,43.55,48.62,46.027,11.552,11.517
240,0.0,2038,io,53.99,36.56,45.43,7.905,8.469
240,0.0,2038,last,49.742,36.56,43.268,0.0,6.308
240,0.0,2038,center,46.977,56.56,51.683,14.869,14.723
240,0.0,2038,demand,46.675,49.409,48.018,10.899,11.057
240,0.0,2038,cog,46.273,51.72,48.948,12.023,11.987
240,0.0,2039,io,50.26,34.561,42.632,6.452,7.337
240,0.0,2039,last,47.472,34.561,41.199,0.0,5.904
240,0.0,2039,center,46.462,54.561,50.397,15.348,15.102
240,0.0,2039,demand,45.032,49.418,47.163,11.765,11.868
240,0.0,2039,cog,45.04,49.884,47.393,12.103,12.098
240,0.0,2040,io,52.328,35.843,44.275,7.238,7.918
240,0.0,2040,last,48.79,35.843,42.465,0.0,6.109
240,0.0,2040,center,46.455,55.843,51.041,14.925,14.684
240,0.0,2040,demand,45.648,49.958,47.753,11.242,11.396
240,0.0,2040,cog,45.568,50.628,48.04,11.66,11.683
240,0.0,2041,io,52.898,36.396,44.794,7.618,8.112
240,0.0,2041,last,49.055,36.396,42.838,0.0,6.156
240,0.0,2041,center,46.572,56.396,51.397,14.837,14.715
240,0.0,2041,demand,46.017,52.49,49.196,12.443,12.514
240,0.0,2041,cog,45.945,52.541,49.184,12.508,12.503
240,0.0,2042,io,54.343,37.409,46.027,7.793,8.302
240,0.0,2042,last,49.108,37.409,43.363,0.0,5.637
240,0.0,2042,center,47.447,57.409,52.34,14.726,14.615
240,0.0,2042,demand,47.055,51.917,49.443,11.567,11.718
240,0.0,2042,cog,46.83,52.891,49.807,12.034,12.081
240,0.0,2043,io,53.6,36.992,45.444,7.55,8.084
240,0.0,2043,last,48.682,36.992,42.941,0.0,5.581
240,0.0,2043,center,47.138,56.992,51.977,14.795,14.617
240,0.0,2043,demand,46.695,50.402,48.515,10.934,11.155
240,0.0,2043,cog,46.625,51.687,49.111,11.72,11.751
240,0.0,2044,io,50.07,34.029,42.213,7.093,7.675
240,0.0,2044,last,45.943,34.029,40.107,0.0,5.569
240,0.0,2044,center,44.358,54.029,49.094,14.73,14.556
240,0.0,2044,demand,43.178,47.32,45.207,10.505,10.668
240,0.0,2044,cog,43.18,48.789,45.927,11.348,11.389
240,0.0,2045,io,53.285,36.741,45.118,7.766,8.151
240,0.0,2045,last,49.165,36.741,43.032,0.0,6.065
240,0.0,2045,center,46.913,56.741,51.765,14.919,14.797
240,0.0,2045,demand,46.29,51.305,48.766,11.63,11.799
240,0.0,2045,cog,46.117,53.121,49.575,12.652,12.608
240,0.0,2046,io,50.197,34.328,42.425,7.066,7.643
240,0.0,2046,last,47.24,34.328,40.916,0.0,6.134
240,0.0,2046,center,45.718,54.328,49.935,15.301,15.153
240,0.0,2046,demand,44.447,47.141,45.767,10.867,10.985
240,0.0,2046,cog,44.42,49.005,46.666,11.86,11.884
240,0.0,2047,io,55.235,37.523,46.537,8.059,8.639
240,0.0,2047,last,50.845,37.523,44.303,0.0,6.405
240,0.0,2047,center,48.005,57.523,52.679,14.913,14.781
240,0.0,2047,demand,47.91,52.394,50.112,12.122,12.214
240,0.0,2047,cog,47.75,53.617,50.631,12.791,12.733
240,0.0,2048,io,52.453,35.358,44.124,7.308,8.113
240,0.0,2048,last,48.667,35.358,42.183,0.0,6.172
240,0.0,2048,center,46.858,55.358,50.999,15.208,14.987
240,0.0,2048,demand,46.05,49.947,47.949,11.686,11.937
240,0.0,2048,cog,46.24,50.979,48.549,12.555,12.537
240,0.0,2049,io,50.615,34.753,42.846,7.079,7.686
240,0.0,2049,last,46.41,34.753,40.7,0.0,5.541
240,0.0,2049,center,45.513,54.753,50.038,15.047,14.879
240,0.0,2049,demand,44.362,46.096,45.212,9.76,10.052
240,0.0,2049,cog,44.08,48.982,46.481,11.264,11.321
240,0.0,2050,io,49.555,34.167,42.018,6.847,7.418
240,0.0,2050,last,47.233,34.167,40.833,0.0,6.233
240,0.0,2050,center,45.355,54.167,49.671,15.224,15.071
240,0.0,2050,demand,43.795,47.458,45.589,10.834,10.99
240,0.0,2050,cog,43.888,48.49,46.142,11.528,11.542
240,0.0,2051,io,53.37,36.654,45.182,7.462,8.089
240,0.0,2051,last,49.07,36.654,42.989,0.0,5.895
240,0.0,2051,center,46.645,56.654,51.547,14.643,14.454
240,0.0,2051,demand,46.212,50.747,48.434,11.218,11.341
240,0.0,2051,cog,45.905,51.799,48.792,11.749,11.699
240,0.0,2052,io,50.502,35.2,42.948,7.128,7.503
240,0.0,2052,last,46.695,35.2,41.02,0.0,5.575
240,0.0,2052,center,45.345,55.2,50.21,14.896,14.765
240,0.0,2052,demand,43.977,48.123,46.024,10.43,10.578
240,0.0,2052,cog,44.075,49.744,46.873,11.453,11.428
240,0.0,2053,io,53.605,36.128,45.068,7.793,8.473
240,0.0,2053,last,48.625,36.128,42.52,0.0,5.926
240,0.0,2053,center,47.055,56.128,51.487,15.12,14.893
240,0.0,2053,demand,46.593,49.479,48.003,11.201,11.408
240,0.0,2053,cog,46.343,51.814,49.015,12.526,12.421
240,0.0,2054,io,49.485,34.524,42.176,6.52,7.169
240,0.0,2054,last,46.733,34.524,40.769,0.0,5.761
240,0.0,2054,center,45.282,54.524,49.797,15.004,14.789
240,0.0,2054,demand,44.083,49.026,46.497,11.399,11.49
240,0.0,2054,cog,44.155,49.372,46.703,11.747,11.696
240,0.0,2055,io,54.73,36.654,45.876,8.295,8.866
240,0.0,2055,last,50.33,36.654,43.631,0.0,6.621
240,0.0,2055,center,46.555,56.654,51.501,14.654,14.491
240,0.0,2055,demand,46.595,51.112,48.807,11.716,11.797
240,0.0,2055,cog,46.318,52.549,49.37,12.397,12.36
